Id,CreationDate,PostId,RelatedPostId,LinkTypeId
1810206,2012-09-20 00:27:29,37638,36247,1
1810207,2012-09-20 00:27:29,37638,35535,1
1810208,2012-09-20 00:27:29,37638,20040,1
1810330,2012-09-20 03:25:35,34736,4734,1
1810455,2012-09-20 06:47:40,37638,12386,1
1810456,2012-09-20 06:47:40,37638,17227,1
1810459,2012-09-20 06:48:57,37638,18973,1
1810661,2012-09-20 08:45:05,37657,15011,1
1810662,2012-09-20 08:45:05,37657,25605,1
1811001,2012-09-20 13:45:11,20040,12386,1
1811540,2012-09-20 19:39:27,2125,22718,1
1811589,2012-09-20 20:04:24,30765,29367,1
1811590,2012-09-20 20:04:24,30765,14226,1
1811961,2012-09-21 00:38:02,30765,35657,1
1812219,2012-09-21 06:58:36,37729,37569,1
1812413,2012-09-21 10:14:35,37729,33625,1
1813063,2012-09-21 16:33:11,37723,37727,1
1813644,2012-09-22 01:31:55,37422,37775,1
1814160,2012-09-22 12:23:15,37794,37775,1
1814215,2012-09-22 12:37:43,37785,17336,1
1814216,2012-09-22 12:38:14,37794,37422,1
1814336,2012-09-22 15:51:57,37768,31,1
1814721,2012-09-22 21:47:59,37814,37761,1
1815207,2012-09-23 07:11:03,37829,30159,1
1816382,2012-09-23 23:01:08,37862,18480,1
1816560,2012-09-24 01:42:38,37866,37865,1
1816611,2012-09-24 01:58:52,26719,24211,1
1816788,2012-09-24 03:51:41,37865,7155,1
1817037,2012-09-24 09:33:20,37889,31769,1
1817079,2012-09-24 09:42:51,37891,18496,1
1817137,2012-09-24 10:16:28,37850,26855,1
1817164,2012-09-24 11:07:26,37865,28944,1
1817239,2012-09-24 11:35:36,37851,37865,1
1817468,2012-09-24 14:34:12,37866,15593,1
1817471,2012-09-24 14:38:26,37865,175,1
1817472,2012-09-24 14:40:11,37865,213,1
1817533,2012-09-24 15:11:58,37905,11609,1
1817534,2012-09-24 15:11:58,37905,21854,1
1817535,2012-09-24 15:11:58,37905,3156,1
1818326,2012-09-24 21:23:43,37921,32669,1
1818383,2012-09-24 22:04:38,37912,5135,1
1819617,2012-09-25 16:42:09,37951,25359,1
1819618,2012-09-25 16:42:09,37951,30159,1
1819866,2012-09-25 20:07:36,37969,22406,1
1820244,2012-09-26 00:15:24,37993,1807,1
1820425,2012-09-26 02:28:06,38001,37865,1
1820507,2012-09-26 03:34:28,38004,18595,1
1820508,2012-09-26 03:34:28,38004,11096,1
1820509,2012-09-26 03:34:28,38004,24821,1
1820795,2012-09-26 08:32:25,37993,2541,1
1820916,2012-09-26 10:21:01,37944,26855,1
1820982,2012-09-26 11:14:08,38016,8303,1
1821329,2012-09-26 15:02:02,38038,27750,1
1821658,2012-09-26 20:08:55,38053,3466,1
1821659,2012-09-26 20:08:55,38053,30708,1
1821788,2012-09-26 20:56:22,38060,37930,1
1822111,2012-09-27 00:09:07,38016,20836,1
1822664,2012-09-27 08:43:26,38054,16493,1
1822665,2012-09-27 08:43:26,38054,37840,1
1822666,2012-09-27 08:43:26,38054,9131,1
1822815,2012-09-27 10:21:01,38092,37845,1
1822839,2012-09-27 10:57:33,38082,33197,1
1823178,2012-09-27 13:21:54,38111,38086,1
1823206,2012-09-27 13:22:47,38086,38111,1
1823501,2012-09-27 15:57:26,38115,9334,1
1823590,2012-09-27 16:20:54,38093,14500,1
1824161,2012-09-27 22:25:11,38106,20836,1
1824177,2012-09-27 22:40:37,38091,5450,1
1824178,2012-09-27 22:40:37,38091,16178,1
1824179,2012-09-27 22:40:37,38091,32653,1
1824180,2012-09-27 22:43:44,16178,5450,1
1824181,2012-09-27 22:43:44,16178,32653,1
1824858,2012-09-28 12:24:30,20977,18945,1
1824994,2012-09-28 13:29:10,38184,6945,1
1825371,2012-09-28 17:20:14,38203,37399,1
1825372,2012-09-28 17:21:02,38092,28730,1
1825942,2012-09-28 22:56:23,38217,14500,1
1825943,2012-09-28 22:56:36,38217,13850,1
1826949,2012-09-29 11:00:58,37634,8784,1
1827075,2012-09-29 14:12:00,38218,27750,1
1827255,2012-09-29 16:13:13,38218,30976,1
1827256,2012-09-29 16:13:13,38218,15776,1
1829247,2012-09-30 22:38:15,38180,28474,1
1829524,2012-10-01 04:40:43,38349,3943,1
1829895,2012-10-01 09:38:22,38363,14634,1
1829903,2012-10-01 09:47:22,38359,29805,1
1830110,2012-10-01 11:29:00,38370,13166,1
1830219,2012-10-01 12:02:52,38350,4211,1
1830388,2012-10-01 13:26:27,38387,8604,1
1830460,2012-10-01 13:44:13,38370,7948,1
1831052,2012-10-01 20:13:19,38408,26230,1
1831708,2012-10-02 04:47:11,38419,1995,1
1831716,2012-10-02 05:07:56,38446,38118,1
1832423,2012-10-02 17:15:33,38436,18896,1
1832424,2012-10-02 17:17:47,18896,1194,1
1833085,2012-10-02 22:13:32,38493,37647,1
1833158,2012-10-02 22:50:25,363,35956,1
1833421,2012-10-03 03:38:30,38530,7049,1
1834083,2012-10-03 11:51:02,38530,270,1
1834142,2012-10-03 12:40:26,38548,8071,1
1834218,2012-10-03 13:11:02,38552,33780,1
1834219,2012-10-03 13:11:02,38552,25811,1
1834346,2012-10-03 13:43:59,38511,32706,1
1834955,2012-10-03 19:20:14,24313,37608,1
1835099,2012-10-03 21:32:51,38591,38524,1
1835110,2012-10-03 22:41:16,38593,20523,1
1835111,2012-10-03 22:41:16,38593,31326,1
1836154,2012-10-04 11:47:05,38640,33616,1
1836223,2012-10-04 12:54:14,38648,37832,1
1836264,2012-10-04 13:15:57,38640,31934,1
1836924,2012-10-04 21:03:12,38069,16985,1
1836928,2012-10-04 21:06:59,38320,28787,1
1838316,2012-10-05 18:53:32,38750,27067,1
1838317,2012-10-05 18:53:32,38750,35982,1
1838318,2012-10-05 18:53:32,38750,2142,1
1838771,2012-10-06 01:30:50,12053,12262,1
1840380,2012-10-07 06:28:01,35827,35824,1
1840732,2012-10-07 12:46:05,38820,29713,1
1841254,2012-10-07 19:14:59,38837,1405,1
1841276,2012-10-07 19:22:36,38784,6972,1
1841277,2012-10-07 19:23:59,38784,5504,1
1841315,2012-10-07 19:42:12,38853,38755,1
1841549,2012-10-07 23:10:00,4284,20295,1
1841804,2012-10-08 00:42:41,38820,36,1
1841952,2012-10-08 03:06:16,38815,38870,1
1842731,2012-10-08 14:39:11,38926,9664,1
1842845,2012-10-08 15:45:05,38928,7,1
1842846,2012-10-08 15:45:05,38928,38874,1
1842847,2012-10-08 15:45:05,38928,24261,1
1842971,2012-10-08 17:29:59,10607,20523,1
1843970,2012-10-09 08:03:44,38962,7519,1
1844912,2012-10-09 16:41:11,39023,27323,1
1845278,2012-10-09 19:16:23,39044,39037,1
1845326,2012-10-09 19:32:07,39031,10382,1
1845536,2012-10-09 21:17:37,39058,15319,1
1845613,2012-10-09 22:04:16,39042,1444,1
1845614,2012-10-09 22:05:08,1444,39042,1
1845844,2012-10-10 02:38:30,38852,36027,1
1846281,2012-10-10 09:38:33,39082,33776,1
1846363,2012-10-10 11:34:47,7519,38962,1
1846623,2012-10-10 13:41:35,39110,28284,1
1846624,2012-10-10 13:41:35,39110,18072,1
1846625,2012-10-10 13:41:35,39110,17623,1
1846921,2012-10-10 15:51:00,39073,34396,1
1847114,2012-10-10 17:48:05,39082,726,1
1847232,2012-10-10 18:55:33,39125,1580,1
1847233,2012-10-10 18:55:33,39125,31841,1
1847384,2012-10-10 19:57:21,39132,39128,1
1847681,2012-10-10 21:16:25,39138,3331,1
1847697,2012-10-10 21:27:32,39138,9475,1
1847772,2012-10-10 22:18:06,39140,22718,1
1848054,2012-10-11 01:49:21,33780,25811,1
1848055,2012-10-11 01:49:58,25811,33780,1
1848158,2012-10-11 02:44:23,39144,3542,1
1848302,2012-10-11 03:49:45,39164,3921,1
1848386,2012-10-11 07:23:34,39177,5115,1
1848543,2012-10-11 09:43:05,15900,6421,1
1848567,2012-10-11 10:23:55,39182,11628,1
1848606,2012-10-11 10:46:33,39161,11691,1
1848607,2012-10-11 10:46:33,39161,11175,1
1848711,2012-10-11 11:36:54,39080,5935,1
1848937,2012-10-11 13:20:06,39195,30728,1
1848938,2012-10-11 13:22:07,1444,30728,1
1848939,2012-10-11 13:23:43,30728,1444,1
1848956,2012-10-11 13:36:33,39195,1444,1
1849358,2012-10-11 16:11:02,39216,23633,1
1849639,2012-10-11 18:44:21,39224,4220,1
1849640,2012-10-11 18:44:21,39224,14483,1
1849801,2012-10-11 20:04:49,39214,2492,1
1849827,2012-10-11 20:10:49,38957,39238,1
1850022,2012-10-11 21:20:05,39231,13676,1
1850078,2012-10-11 21:51:58,39244,2067,1
1850079,2012-10-11 21:51:58,39244,22731,1
1850156,2012-10-11 23:22:27,39252,9334,1
1851434,2012-10-12 18:06:57,39307,20523,1
1851789,2012-10-12 23:01:39,39211,16390,1
1852433,2012-10-13 14:15:24,39323,12262,1
1854911,2012-10-14 14:56:32,40365,24077,1
1855060,2012-10-14 16:24:32,40382,29981,1
1855148,2012-10-14 18:06:04,40384,22347,1
1855264,2012-10-14 19:55:07,40395,38700,1
1855680,2012-10-15 01:24:58,39319,28801,1
1855746,2012-10-15 02:39:18,40384,7925,1
1856209,2012-10-15 10:07:57,40426,6907,1
1856216,2012-10-15 10:17:32,40429,38102,1
1856666,2012-10-15 15:40:00,40399,3395,1
1856759,2012-10-15 16:42:49,39283,28732,1
1857035,2012-10-15 19:35:02,40454,13781,1
1858346,2012-10-16 13:03:49,40514,24077,1
1858437,2012-10-16 13:23:23,40517,33433,1
1858440,2012-10-16 13:28:52,40506,29479,1
1858449,2012-10-16 13:51:01,7455,38420,1
1858450,2012-10-16 13:51:38,40518,26914,1
1858632,2012-10-16 16:07:05,15011,38856,1
1858635,2012-10-16 16:08:33,13382,38856,1
1858636,2012-10-16 16:08:33,13382,15011,1
1858662,2012-10-16 16:11:24,38856,13382,1
1858663,2012-10-16 16:11:24,38856,15011,1
1858689,2012-10-16 16:31:30,39211,36320,1
1858740,2012-10-16 16:59:52,40518,5015,1
1858741,2012-10-16 16:59:52,40518,423,1
1858810,2012-10-16 17:32:37,40539,35711,1
1858974,2012-10-16 19:38:08,40546,29617,1
1858975,2012-10-16 19:38:08,40546,26556,1
1859080,2012-10-16 20:19:53,40465,7455,1
1859164,2012-10-16 21:19:28,40549,5278,1
1859284,2012-10-16 22:02:52,40555,16822,1
1859376,2012-10-16 23:30:36,40560,32600,1
1859935,2012-10-17 10:13:43,40576,38038,1
1859966,2012-10-17 10:28:43,40582,10574,1
1860111,2012-10-17 12:48:45,18300,18316,1
1860443,2012-10-17 16:13:43,40593,38290,1
1860444,2012-10-17 16:14:51,40593,166,1
1860445,2012-10-17 16:14:51,40593,5158,1
1860450,2012-10-17 16:33:23,40584,17641,1
1860537,2012-10-17 17:23:43,40598,36247,1
1861980,2012-10-18 11:03:01,31215,9334,1
1862462,2012-10-18 16:16:37,40674,39299,1
1862984,2012-10-18 22:53:48,40702,39319,1
1863147,2012-10-19 01:56:38,21613,32419,1
1863171,2012-10-19 02:02:57,32419,17331,1
1863172,2012-10-19 02:03:15,16390,32419,1
1863173,2012-10-19 02:03:15,16390,17331,1
1863174,2012-10-19 02:03:37,17331,32419,1
1863175,2012-10-19 02:03:37,17331,16390,1
1863253,2012-10-19 03:51:55,40692,38350,1
1863268,2012-10-19 04:24:35,39075,32419,1
1863269,2012-10-19 04:24:35,39075,17331,1
1863270,2012-10-19 04:24:35,39075,16390,1
1863271,2012-10-19 04:24:35,39075,20523,1
1863659,2012-10-19 10:17:10,40731,40456,1
1863705,2012-10-19 10:29:47,40731,14719,1
1863861,2012-10-19 13:30:16,40742,40459,1
1863956,2012-10-19 13:59:03,40744,3425,1
1864451,2012-10-19 18:47:21,40459,40742,1
1864731,2012-10-19 21:28:50,40776,12262,1
1864757,2012-10-19 21:32:43,40780,12262,1
1864807,2012-10-19 22:34:29,21473,37993,1
1865671,2012-10-20 10:53:06,40777,8744,1
1865777,2012-10-20 14:46:38,40810,31755,1
1865778,2012-10-20 14:46:38,40810,30141,1
1865797,2012-10-20 15:22:53,40585,15505,1
1865854,2012-10-20 16:20:03,2971,21844,1
1865974,2012-10-20 17:59:01,40789,29364,1
1866013,2012-10-20 18:07:33,40779,35711,1
1866237,2012-10-20 21:52:10,40827,36,1
1866686,2012-10-21 07:28:42,40799,4816,1
1866696,2012-10-21 07:43:36,40856,40769,1
1867229,2012-10-21 14:28:42,40868,31326,1
1867230,2012-10-21 14:28:42,40868,35940,1
1867231,2012-10-21 14:28:42,40868,38593,1
1867232,2012-10-21 14:37:51,40876,20523,1
1867439,2012-10-21 16:33:45,40884,4762,1
1867598,2012-10-21 17:02:11,40808,18973,1
1867821,2012-10-21 20:33:50,28732,21530,1
1868161,2012-10-22 00:14:24,40907,18480,1
1868162,2012-10-22 00:14:24,40907,298,1
1868164,2012-10-22 00:17:16,40907,12262,1
1868401,2012-10-22 03:50:43,40920,23197,1
1868596,2012-10-22 08:05:28,40906,36171,1
1868597,2012-10-22 08:05:28,40906,9354,1
1869240,2012-10-22 14:23:21,40958,4544,1
1869293,2012-10-22 14:36:54,40910,3734,1
1870235,2012-10-22 23:25:03,40989,7969,1
1870815,2012-10-23 09:46:38,41006,18119,1
1870905,2012-10-23 12:01:56,41013,40934,1
1870932,2012-10-23 12:07:10,40933,26769,1
1871171,2012-10-23 13:40:43,41021,24022,1
1871172,2012-10-23 13:41:45,41006,38087,1
1871230,2012-10-23 14:12:23,41029,40598,1
1871312,2012-10-23 14:37:33,40965,36167,1
1871360,2012-10-23 15:05:55,41032,7,1
1871361,2012-10-23 15:05:55,41032,5937,1
1871373,2012-10-23 15:19:57,41009,5845,1
1871374,2012-10-23 15:19:57,41009,15692,1
1871375,2012-10-23 15:19:57,41009,25151,1
1871489,2012-10-23 16:26:16,18973,40808,1
1871507,2012-10-23 16:38:08,41038,7977,1
1871508,2012-10-23 16:38:08,41038,22764,1
1871622,2012-10-23 17:33:42,41048,11707,1
1871859,2012-10-23 19:11:00,41056,40769,1
1872028,2012-10-23 20:30:03,41058,41038,1
1872062,2012-10-23 21:18:28,41070,18375,1
1872304,2012-10-24 00:17:49,41076,15577,1
1872435,2012-10-24 02:09:28,41078,12262,1
1872447,2012-10-24 02:27:42,41078,16381,1
1872448,2012-10-24 02:27:42,41078,24077,1
1873321,2012-10-24 12:43:07,41094,39177,1
1873385,2012-10-24 13:51:05,41032,11142,1
1873458,2012-10-24 14:29:22,41093,19948,1
1873632,2012-10-24 15:57:20,41123,16013,1
1873677,2012-10-24 16:28:12,40808,40382,1
1874023,2012-10-24 20:51:52,41139,17773,1
1874031,2012-10-24 21:06:52,41143,39040,1
1874849,2012-10-25 05:32:47,41168,21565,1
1874936,2012-10-25 06:42:20,41169,12787,1
1875569,2012-10-25 13:24:10,41127,7969,1
1875570,2012-10-25 13:24:10,41127,13630,1
1875670,2012-10-25 14:29:45,41123,38524,1
1875770,2012-10-25 15:53:32,41159,32318,1
1875771,2012-10-25 15:53:32,41159,3931,1
1875772,2012-10-25 15:53:32,41159,33547,1
1875956,2012-10-25 17:57:06,41197,24878,1
1876116,2012-10-25 20:10:18,41208,23779,1
1876143,2012-10-25 20:15:00,41200,33547,1
1876144,2012-10-25 20:16:38,23779,41208,1
1876426,2012-10-25 22:55:16,41217,20836,1
1876744,2012-10-26 02:40:28,7112,29781,1
1876745,2012-10-26 02:42:52,29781,7112,1
1876767,2012-10-26 03:23:53,41227,24077,1
1878180,2012-10-26 19:33:12,41272,298,1
1878460,2012-10-26 23:10:24,41278,40987,1
1880178,2012-10-27 22:19:07,41152,39211,1
1880829,2012-10-28 08:31:59,41349,41324,1
1881079,2012-10-28 13:25:19,41358,16233,1
1881459,2012-10-28 17:50:15,41362,28730,1
1881460,2012-10-28 17:50:15,41362,11009,1
1881461,2012-10-28 17:50:15,41362,20836,1
1881796,2012-10-28 21:35:46,41383,15008,1
1882898,2012-10-29 12:51:56,41416,3466,1
1882972,2012-10-29 13:53:00,16233,41358,1
1883148,2012-10-29 14:48:45,41418,13166,1
1883216,2012-10-29 15:50:11,41419,34926,1
1883626,2012-10-29 19:43:55,41443,32125,1
1883627,2012-10-29 19:43:55,41443,21152,1
1883776,2012-10-29 20:22:36,41448,24633,1
1883819,2012-10-29 20:49:25,41450,18595,1
1884225,2012-10-30 01:02:51,41462,33547,1
1885887,2012-10-30 10:26:39,41394,30141,1
1886734,2012-10-30 17:11:02,41526,30141,1
1886738,2012-10-30 17:21:51,41525,26591,1
1886855,2012-10-30 18:59:52,14089,23117,1
1887137,2012-10-30 21:12:50,41544,20836,1
1887145,2012-10-30 21:19:35,41526,41512,1
1887598,2012-10-31 01:33:51,41524,30354,1
1888346,2012-10-31 10:27:37,41587,19291,1
1888355,2012-10-31 10:36:51,41575,11691,1
1888356,2012-10-31 10:36:51,41575,10059,1
1889776,2012-11-01 01:33:07,41638,41473,1
1889836,2012-11-01 03:06:36,41386,37993,1
1889882,2012-11-01 03:23:49,41156,3734,1
1889883,2012-11-01 03:23:49,41156,22528,1
1890501,2012-11-01 11:44:51,41669,8590,1
1890783,2012-11-01 14:26:18,41683,26088,1
1891189,2012-11-01 18:48:41,41702,31417,1
1891493,2012-11-01 22:35:40,41697,41540,1
1891602,2012-11-01 23:18:34,41540,41697,1
1891606,2012-11-01 23:28:27,41711,41678,1
1891889,2012-11-02 04:27:07,30126,27512,1
1891890,2012-11-02 04:28:10,27512,30126,1
1892577,2012-11-02 11:36:18,41740,27724,1
1892585,2012-11-02 11:52:36,16686,41638,1
1892586,2012-11-02 11:52:36,16686,41473,1
1892812,2012-11-02 13:27:45,41753,27927,1
1892909,2012-11-02 15:07:48,17816,18480,1
1893274,2012-11-02 17:48:23,41771,40598,1
1893373,2012-11-02 18:48:09,41778,41526,1
1894755,2012-11-03 15:36:36,41811,25220,1
1895544,2012-11-04 03:56:49,41824,38008,1
1896050,2012-11-04 12:14:15,41852,34527,1
1896089,2012-11-04 12:27:26,34527,13197,1
1896815,2012-11-04 20:40:23,41537,21592,1
1897215,2012-11-04 23:31:49,41879,41881,1
1897788,2012-11-05 09:27:35,41896,5782,1
1897865,2012-11-05 10:20:49,41900,12209,1
1897950,2012-11-05 10:42:18,38254,2819,1
1897984,2012-11-05 10:56:46,41906,2819,1
1898212,2012-11-05 13:31:24,41092,39177,1
1898543,2012-11-05 17:11:54,41931,41778,1
1898625,2012-11-05 17:31:45,41934,12151,1
1898663,2012-11-05 18:03:28,41934,12262,1
1900068,2012-11-05 22:10:04,41449,26271,1
1900079,2012-11-05 22:24:18,41944,17918,1
1900389,2012-11-06 03:06:00,42957,32826,1
1900725,2012-11-06 10:17:26,42967,28431,1
1900846,2012-11-06 11:58:17,42967,35819,1
1901002,2012-11-06 14:23:28,22293,38593,1
1901003,2012-11-06 14:24:48,38593,22293,1
1901423,2012-11-06 18:46:50,42992,17300,1
1901424,2012-11-06 18:46:50,42992,20401,1
1901710,2012-11-06 22:14:33,42999,9398,1
1901711,2012-11-06 22:14:33,42999,20948,1
1901870,2012-11-07 00:00:18,32826,42957,1
1902450,2012-11-07 07:21:55,43020,5465,1
1902779,2012-11-07 11:18:43,43036,36176,1
1902996,2012-11-07 14:02:36,43020,26044,1
1903575,2012-11-07 19:43:03,43076,3559,1
1903734,2012-11-07 20:29:34,43009,213,1
1903791,2012-11-07 21:22:18,43087,16381,1
1903997,2012-11-07 23:01:33,43092,16381,1
1904271,2012-11-08 01:03:16,43096,33817,1
1904398,2012-11-08 02:29:19,43098,22816,1
1904713,2012-11-08 06:06:05,21595,16847,1
1905058,2012-11-08 11:13:00,43140,21999,1
1905376,2012-11-08 14:54:29,12647,9001,1
1905407,2012-11-08 15:06:09,35561,1781,1
1905490,2012-11-08 15:44:21,4364,6493,1
1905642,2012-11-08 17:51:33,31657,22021,1
1905646,2012-11-08 18:02:57,36111,4220,1
1905671,2012-11-08 19:11:18,43168,41628,1
1905994,2012-11-08 20:59:55,43157,4544,1
1906116,2012-11-08 22:04:19,41794,7455,1
1906117,2012-11-08 22:04:19,41794,40731,1
1906192,2012-11-08 22:50:18,196,41326,1
1906730,2012-11-09 07:18:05,35561,41241,1
1907148,2012-11-09 12:43:44,43205,39062,1
1907345,2012-11-09 14:56:58,43102,28057,1
1907757,2012-11-09 18:51:08,43249,43086,1
1907785,2012-11-09 18:53:33,43086,43249,1
1908183,2012-11-09 22:10:09,43259,17336,1
1908314,2012-11-09 23:44:33,43261,298,1
1908956,2012-11-10 07:05:51,43279,31284,1
1908957,2012-11-10 07:05:51,43279,14002,1
1909043,2012-11-10 08:40:33,43264,43115,1
1909314,2012-11-10 14:36:28,41791,24022,1
1909318,2012-11-10 14:41:46,41791,35940,1
1909498,2012-11-10 16:26:11,41767,31027,1
1909925,2012-11-10 23:20:51,43308,41467,1
1909926,2012-11-10 23:27:07,43309,43197,1
1910811,2012-11-11 16:19:22,43331,23311,1
1910910,2012-11-11 16:58:25,43341,24077,1
1911042,2012-11-11 18:16:09,43329,18882,1
1911285,2012-11-11 20:52:28,43361,41390,1
1911419,2012-11-11 22:27:20,43366,29038,1
1911605,2012-11-12 00:32:58,43368,36212,1
1912355,2012-11-12 09:40:05,43396,35606,1
1912395,2012-11-12 10:13:18,43396,35819,1
1912622,2012-11-12 12:58:36,43378,43405,1
1912880,2012-11-12 15:46:58,43414,1444,1
1913040,2012-11-12 17:27:10,43406,1444,1
1913288,2012-11-12 19:58:22,43434,27588,1
1913333,2012-11-12 20:23:41,12411,15127,1
1913568,2012-11-12 22:55:05,33808,41187,1
1914208,2012-11-13 07:10:32,43447,20523,1
1914209,2012-11-13 07:10:32,43447,17196,1
1914329,2012-11-13 09:14:17,43471,31867,1
1914392,2012-11-13 10:18:17,43471,2356,1
1914609,2012-11-13 11:31:01,43471,27911,1
1914739,2012-11-13 13:53:08,43189,43488,1
1915031,2012-11-13 16:28:56,43499,41745,1
1915070,2012-11-13 16:45:00,43484,32325,1
1915265,2012-11-13 18:28:37,43436,41794,1
1915266,2012-11-13 18:28:37,43436,43471,1
1915458,2012-11-13 20:34:17,43523,30743,1
1915524,2012-11-13 21:41:36,43009,1927,1
1916658,2012-11-14 11:11:45,43560,2092,1
1917445,2012-11-14 18:21:53,43528,43017,1
1918230,2012-11-15 05:04:15,43623,43448,1
1918377,2012-11-15 06:12:20,32370,11876,1
1919249,2012-11-15 15:58:59,14377,37993,1
1919254,2012-11-15 16:17:44,19715,7975,1
1919967,2012-11-15 21:48:47,43698,3734,1
1919968,2012-11-15 21:48:47,43698,643,1
1919969,2012-11-15 21:48:47,43698,2,1
1920022,2012-11-15 22:25:40,43699,43040,1
1920082,2012-11-16 00:12:28,43699,43310,1
1920474,2012-11-16 05:05:17,43697,10439,1
1920552,2012-11-16 05:54:01,43719,2910,1
1920978,2012-11-16 10:31:56,43648,43730,1
1921003,2012-11-16 10:59:57,43730,43648,1
1921130,2012-11-16 12:23:15,43727,5056,1
1922634,2012-11-17 02:50:32,18431,13875,1
1923383,2012-11-17 15:52:14,43795,37526,1
1924563,2012-11-18 08:57:40,43860,43529,1
1924564,2012-11-18 08:57:40,43860,3331,1
1925217,2012-11-18 18:00:04,43863,11009,1
1926488,2012-11-19 11:51:13,43928,30141,1
1926489,2012-11-19 11:51:13,43928,31755,1
1927237,2012-11-19 18:23:02,43949,6127,1
1927376,2012-11-19 18:54:57,41320,20523,1
1927809,2012-11-19 22:14:39,43881,36128,1
1928327,2012-11-20 04:08:33,43530,43405,1
1928328,2012-11-20 04:09:12,44003,12386,1
1928329,2012-11-20 04:09:12,44003,26044,1
1928330,2012-11-20 04:09:12,44003,40808,1
1928331,2012-11-20 04:09:12,44003,36247,1
1929331,2012-11-20 15:57:05,44032,41093,1
1929340,2012-11-20 16:06:30,44030,18480,1
1929613,2012-11-20 17:31:42,44030,43675,1
1929649,2012-11-20 17:53:45,44046,11182,1
1929650,2012-11-20 17:53:45,44046,8117,1
1929951,2012-11-20 20:58:24,43893,41286,1
1930247,2012-11-20 23:42:01,15130,25941,1
1930248,2012-11-20 23:42:01,15130,12343,1
1930498,2012-11-21 03:39:02,38232,12546,1
1930863,2012-11-21 08:39:52,44077,26588,1
1931233,2012-11-21 11:16:14,44109,29781,1
1931558,2012-11-21 15:14:02,44102,10425,1
1931860,2012-11-21 17:46:05,44130,6580,1
1932067,2012-11-21 19:45:09,44139,29051,1
1932068,2012-11-21 19:45:09,44139,43685,1
1932069,2012-11-21 19:45:09,44139,4138,1
1932589,2012-11-22 00:30:10,1173,13875,1
1932965,2012-11-22 08:34:11,44134,15102,1
1933789,2012-11-22 15:59:05,44201,32706,1
1934211,2012-11-22 20:05:02,43189,44193,1
1934748,2012-11-23 00:55:57,44230,6795,1
1935736,2012-11-23 13:34:19,44244,170,1
1935737,2012-11-23 13:34:36,44264,33433,1
1936066,2012-11-23 15:13:50,44268,3730,1
1936483,2012-11-23 18:25:47,44199,44139,1
1936624,2012-11-23 19:59:33,44244,2423,1
1936625,2012-11-23 19:59:33,44244,414,1
1936815,2012-11-23 23:01:31,25322,33179,1
1936928,2012-11-24 00:15:01,25322,18746,1
1937035,2012-11-24 01:27:04,44227,43040,1
1937214,2012-11-24 04:30:38,44271,44173,1
1937532,2012-11-24 08:54:21,44140,11950,1
1938083,2012-11-24 17:03:04,44322,298,1
1938192,2012-11-24 18:21:08,21265,20836,1
1939730,2012-11-25 17:35:44,15552,20836,1
1939739,2012-11-25 17:48:03,44342,27691,1
1939950,2012-11-25 19:27:46,44384,11127,1
1940150,2012-11-25 21:03:00,44390,16552,1
1941220,2012-11-26 08:58:46,44416,41895,1
1941570,2012-11-26 13:29:22,44418,41794,1
1941571,2012-11-26 13:29:22,44418,44244,1
1941910,2012-11-26 16:30:57,43766,30141,1
1942484,2012-11-26 21:58:19,44400,298,1
1942648,2012-11-26 22:51:21,44464,22569,1
1942652,2012-11-26 22:54:26,44465,7815,1
1943368,2012-11-27 07:20:57,44487,29781,1
1943548,2012-11-27 09:03:13,44475,21473,1
1943573,2012-11-27 09:38:16,44343,17602,1
1943869,2012-11-27 12:16:32,44506,41746,1
1944030,2012-11-27 13:53:54,22569,44464,1
1944274,2012-11-27 15:42:34,44261,2151,1
1945124,2012-11-27 22:47:30,6723,20836,1
1945597,2012-11-28 04:49:13,44564,28099,1
1946191,2012-11-28 11:45:49,30526,44586,1
1946192,2012-11-28 11:46:33,43520,30526,1
1946270,2012-11-28 12:38:04,44590,41789,1
1946368,2012-11-28 13:40:42,2134,10141,1
1946476,2012-11-28 14:22:31,44536,3520,1
1946477,2012-11-28 14:22:31,44536,30116,1
1946649,2012-11-28 15:30:54,44569,20523,1
1946697,2012-11-28 15:52:20,44527,32188,1
1946810,2012-11-28 16:23:20,44212,35137,1
1947437,2012-11-28 21:59:25,44583,6493,1
1948154,2012-11-29 05:05:43,44664,12900,1
1948595,2012-11-29 10:35:28,44682,4219,1
1948749,2012-11-29 14:16:50,44676,24452,1
1948791,2012-11-29 14:34:48,43846,43842,1
1949016,2012-11-29 16:41:38,44676,37944,1
1949461,2012-11-29 19:43:34,44731,30588,1
1950276,2012-11-30 01:06:36,44647,18133,1
1950629,2012-11-30 06:41:10,44756,38709,1
1950682,2012-11-30 08:01:03,44745,44541,1
1950965,2012-11-30 13:17:32,44769,44125,1
1951551,2012-11-30 18:28:24,44785,14437,1
1952234,2012-11-30 23:50:56,44816,44569,1
1952526,2012-12-01 08:43:05,43753,43768,1
1954928,2012-12-02 15:15:05,44898,2466,1
1957480,2012-12-03 14:42:19,44769,44999,1
1957523,2012-12-03 15:11:44,44999,44769,1
1957729,2012-12-03 16:37:13,44981,44913,1
1957730,2012-12-03 16:37:13,44981,97,1
1958346,2012-12-03 22:33:20,44928,44856,1
1958526,2012-12-04 00:52:25,45050,29271,1
