Id,PostTypeId,CreationDate,Score,ViewCount,OwnerUserId,AnswerCount,CommentCount,FavoriteCount,LastEditorUserId
20630,2,2012-01-05 16:56:42,-1,,7817,,8,,7817
20631,1,2012-01-05 17:32:14,2,275,4856,1,0,1,4856
20632,1,2012-01-05 18:31:29,3,1091,8355,1,0,,930
20633,2,2012-01-05 18:40:42,3,,7555,,0,,
20636,1,2012-01-05 18:54:22,6,435,8266,1,0,2,8266
20637,2,2012-01-05 19:05:58,7,,8196,,0,,930
20638,1,2012-01-05 19:12:10,0,183,8358,1,2,,4856
20639,1,2012-01-05 19:15:55,2,223,5755,0,0,,
20640,2,2012-01-05 19:49:03,2,,8360,,0,,930
20641,1,2012-01-05 20:03:12,3,111,8343,0,4,,8343
20643,1,2012-01-05 21:02:12,0,3290,8212,2,7,,930
20644,2,2012-01-05 21:14:03,9,,7817,,3,,7817
20645,1,2012-01-05 22:20:02,2,345,3310,1,3,,930
20646,2,2012-01-05 22:50:30,4,,485,,2,,485
20648,1,2012-01-05 23:36:07,7,5297,8363,2,3,4,930
20649,2,2012-01-06 00:22:14,1,,3382,,1,,
20650,2,2012-01-06 01:49:12,2,,4856,,8,,
20652,2,2012-01-06 02:25:52,6,,6633,,8,,6633
20653,1,2012-01-06 05:07:47,4,844,8207,4,1,,
20654,2,2012-01-06 05:33:27,0,,8207,,0,,
20655,1,2012-01-06 05:44:49,11,553,5206,1,4,3,5206
20656,1,2012-01-06 08:09:06,1,372,4426,1,0,3,8076
20657,2,2012-01-06 08:38:50,6,,7224,,7,,
20658,2,2012-01-06 11:01:40,2,,8033,,0,,
20660,1,2012-01-06 11:23:32,1,122,8333,1,2,,
20662,2,2012-01-06 13:21:19,1,,6725,,1,,
20663,2,2012-01-06 13:34:32,2,,2392,,0,,
20664,2,2012-01-06 13:56:36,2,,8076,,3,,
20666,1,2012-01-06 14:15:14,3,299,5025,1,7,,2970
20667,2,2012-01-06 14:24:31,8,,8076,,6,,8076
20668,2,2012-01-06 14:55:09,1,,892,,0,,
20669,1,2012-01-06 15:03:45,2,64,8371,0,4,,
20672,1,2012-01-06 15:48:55,4,327,8374,1,0,1,88
20673,1,2012-01-06 16:04:12,1,115,8375,0,2,,8375
20675,2,2012-01-06 16:16:53,1,,3382,,1,,
20676,1,2012-01-06 16:33:53,7,360,9426,1,0,1,2970
20677,2,2012-01-06 16:53:21,12,,919,,0,,
20678,2,2012-01-06 17:10:08,1,,4505,,0,,
20679,2,2012-01-06 17:14:06,12,,6977,,1,,6977
20680,1,2012-01-06 17:50:11,0,900,3040,1,2,1,
20681,1,2012-01-06 18:04:07,0,770,8376,3,0,,930
20682,1,2012-01-06 18:26:52,1,630,8377,2,0,,930
20683,2,2012-01-06 18:39:18,2,,8207,,3,,
20684,2,2012-01-06 18:41:20,0,,7555,,0,,
20685,2,2012-01-06 18:41:59,3,,919,,2,,919
20686,2,2012-01-06 18:44:32,2,,8076,,3,,
20687,2,2012-01-06 19:31:04,0,,3382,,1,,
20688,2,2012-01-06 20:10:00,1,,7893,,0,,
20689,1,2012-01-06 20:28:54,1,61,200,1,0,,2970
20690,2,2012-01-06 20:36:42,4,,919,,13,,
20691,2,2012-01-06 20:58:22,3,,7224,,3,,
20692,1,2012-01-06 23:31:49,0,95,7734,0,2,,
20693,2,2012-01-06 23:37:34,1,,5509,,5,,5509
20695,2,2012-01-07 00:57:30,0,,3382,,0,,
20696,5,2012-01-07 01:57:19,0,,919,,0,,919
20697,4,2012-01-07 01:57:19,0,,919,,0,,919
20698,1,2012-01-07 02:40:43,0,196,8382,0,2,,8382
20699,1,2012-01-07 03:45:08,1,98,588,1,0,,2970
20700,2,2012-01-07 04:04:48,1,,588,,2,,88
20701,1,2012-01-07 04:45:25,7,3325,4559,2,2,7,88
20702,2,2012-01-07 04:50:21,3,,7290,,3,,
20703,2,2012-01-07 05:01:32,0,,7354,,0,,7354
20708,1,2012-01-07 06:18:30,6,110,5836,1,5,1,5836
20709,2,2012-01-07 07:07:34,13,,8076,,1,,919
20710,1,2012-01-07 09:02:17,2,93,8385,0,6,,930
20712,1,2012-01-07 12:08:07,1,645,3040,1,2,,3040
20713,2,2012-01-07 13:10:37,4,,3277,,12,,3277
20714,1,2012-01-07 13:14:00,3,1308,3040,3,0,1,26338
20715,1,2012-01-07 13:31:07,1,180,3722,1,3,1,
20716,2,2012-01-07 13:48:45,7,,8120,,4,,
20718,2,2012-01-07 14:05:40,1,,8076,,6,,8076
20719,2,2012-01-07 14:17:07,3,,6768,,3,,
20720,1,2012-01-07 14:52:57,2,322,8388,1,0,,7290
20721,1,2012-01-07 15:40:18,0,246,7663,1,5,,7663
20722,1,2012-01-07 16:45:01,0,263,6096,2,0,,2970
20723,1,2012-01-07 19:46:26,0,57,287,0,5,,
20724,2,2012-01-07 20:10:06,1,,7290,,0,,
20725,1,2012-01-07 20:25:21,1,548,8396,2,0,1,930
20726,1,2012-01-07 20:38:38,4,888,6844,1,0,,930
20727,2,2012-01-07 21:22:31,1,,8207,,0,,
20728,2,2012-01-07 21:46:44,3,,7555,,0,,
20729,1,2012-01-07 22:03:16,11,860,2728,2,2,8,2728
20730,2,2012-01-07 22:04:43,1,,8207,,2,,8207
20731,1,2012-01-08 00:38:24,0,206,7411,1,3,,88
20732,1,2012-01-08 01:26:57,1,313,2658,0,7,,2658
20733,1,2012-01-08 02:26:03,1,2100,8397,1,4,,930
20734,1,2012-01-08 02:38:51,2,1194,8398,2,1,,
20735,1,2012-01-08 03:16:24,5,592,8399,2,0,,8399
20736,2,2012-01-08 03:36:29,-3,,8400,,2,,8400
20737,2,2012-01-08 04:29:57,3,,7290,,6,,7290
20738,2,2012-01-08 06:54:31,5,,7497,,0,,2728
20739,2,2012-01-08 07:01:29,1,,7497,,0,,
20740,2,2012-01-08 07:17:35,0,,7497,,0,,
20741,1,2012-01-08 07:28:24,9,5769,8401,1,0,1,919
20742,2,2012-01-08 07:46:43,4,,8373,,5,,8373
20743,2,2012-01-08 08:03:55,11,,8373,,1,,919
20744,1,2012-01-08 08:40:39,0,484,4319,1,3,,919
20745,2,2012-01-08 09:16:05,6,,8373,,1,,8373
20746,1,2012-01-08 09:30:59,1,1294,8173,1,1,,930
20747,1,2012-01-08 10:23:17,3,204,8402,1,2,0,930
20748,2,2012-01-08 11:19:30,2,,6725,,0,,
20749,1,2012-01-08 11:41:20,2,2506,3040,0,11,1,930
20750,1,2012-01-08 11:47:10,1,214,8403,2,4,,88
20751,2,2012-01-08 12:26:16,3,,8402,,0,,
20752,1,2012-01-08 12:32:39,1,196,5738,3,0,,2970
20753,2,2012-01-08 12:37:26,0,,8402,,1,,
20754,2,2012-01-08 12:39:33,1,,2150,,2,,
20755,2,2012-01-08 12:52:57,1,,8402,,4,,
20756,1,2012-01-08 13:08:39,6,636,8116,1,0,2,88
20757,1,2012-01-08 13:21:38,1,252,7595,2,0,,88
20758,1,2012-01-08 13:25:52,2,92,144,2,1,,144
20759,2,2012-01-08 13:31:46,3,,8076,,7,,8076
20760,2,2012-01-08 14:06:45,1,,2669,,2,,
20761,2,2012-01-08 14:31:20,1,,88,,0,,
20762,2,2012-01-08 14:36:19,3,,2958,,1,,
20763,1,2012-01-08 15:52:22,1,473,8405,2,0,1,
20764,2,2012-01-08 16:08:19,1,,6552,,1,,
20765,2,2012-01-08 16:08:47,2,,1764,,0,,
20766,2,2012-01-08 16:12:36,3,,2860,,8,,
20767,1,2012-01-08 16:29:07,1,448,8406,1,0,2,919
20769,2,2012-01-08 17:14:49,2,,8402,,0,,
20770,2,2012-01-08 18:50:15,0,,7555,,0,,
20771,2,2012-01-08 19:01:24,1,,7555,,0,,7555
20772,1,2012-01-08 19:39:49,4,621,8196,3,0,2,601
20773,1,2012-01-08 19:44:18,2,3251,8410,2,1,,930
20774,2,2012-01-08 19:57:53,4,,7365,,0,,
20775,2,2012-01-08 20:22:42,2,,601,,0,,
20776,2,2012-01-08 20:34:29,6,,8076,,1,,8076
20777,1,2012-01-08 20:50:36,4,159,1291,1,1,1,930
20778,1,2012-01-08 21:21:00,0,144,7739,1,3,,930
20779,2,2012-01-08 21:23:28,1,,3382,,0,,
20780,2,2012-01-08 21:25:10,2,,7555,,2,,
20781,2,2012-01-08 21:32:24,0,,8402,,0,,
20782,1,2012-01-08 21:41:46,1,440,812,1,0,,930
20784,2,2012-01-08 21:50:46,3,,7644,,1,,7644
20785,2,2012-01-08 21:56:10,2,,7644,,0,,
20786,1,2012-01-08 21:56:49,5,861,4864,1,0,1,4916
20787,2,2012-01-08 22:32:26,4,,8413,,0,,8413
20788,1,2012-01-08 23:38:38,1,122,1035,0,1,,8076
20789,1,2012-01-09 00:05:12,1,1027,8414,1,2,1,5739
20790,1,2012-01-09 02:01:21,2,515,8416,1,1,,930
20791,1,2012-01-09 02:20:46,1,445,8417,1,0,1,183
20793,1,2012-01-09 02:51:28,1,633,8415,1,0,1,
20796,1,2012-01-09 05:57:53,3,273,8421,2,1,,8421
20797,1,2012-01-09 06:17:09,1,207,8422,1,3,,88
20798,2,2012-01-09 06:24:09,0,,2860,,0,,
20799,2,2012-01-09 07:05:42,0,,8033,,3,,
20800,2,2012-01-09 07:55:33,2,,3277,,5,,
20801,2,2012-01-09 08:25:05,7,,7497,,2,,
20802,1,2012-01-09 08:32:12,2,581,6666,0,4,,
20803,2,2012-01-09 08:34:00,4,,8076,,2,,8076
20804,2,2012-01-09 08:36:57,1,,7497,,1,,
20805,1,2012-01-09 08:57:07,1,254,1818,0,0,,1818
20806,1,2012-01-09 09:49:10,10,2621,8402,5,0,1,930
20807,2,2012-01-09 10:17:39,4,,3019,,0,,
20808,1,2012-01-09 11:04:17,2,95,8425,1,1,,8425
20809,2,2012-01-09 11:13:27,2,,8076,,7,,
20810,2,2012-01-09 11:26:13,4,,1390,,5,,
20811,2,2012-01-09 12:08:39,0,,7663,,5,,
20813,1,2012-01-09 13:23:02,2,738,8426,1,6,,88
20814,2,2012-01-09 13:35:52,1,,4691,,0,,
20815,2,2012-01-09 13:53:04,7,,8251,,5,,10849
20816,1,2012-01-09 11:26:14,0,553,11481,0,2,1,-1
20817,1,2012-01-09 14:33:00,2,465,8428,1,0,,930
20818,2,2012-01-09 14:38:42,2,,449,,0,,
20819,2,2012-01-09 14:43:18,6,,8427,,0,,8427
20820,1,2012-01-09 15:17:41,1,161,2706,0,3,,
20821,2,2012-01-09 15:27:53,1,,8413,,2,,
20822,1,2012-01-09 15:38:01,4,424,5405,2,8,1,919
20824,2,2012-01-09 16:30:00,5,,3248,,1,,3248
20825,1,2012-01-09 16:35:07,8,7415,8428,3,6,6,
20826,1,2012-01-09 16:50:36,3,8043,8431,2,0,2,
20828,2,2012-01-09 17:03:47,3,,8413,,5,,8413
20829,2,2012-01-09 17:09:26,2,,449,,5,,
20830,2,2012-01-09 17:15:20,2,,8413,,5,,
20831,2,2012-01-09 17:40:20,4,,7555,,1,,
20832,2,2012-01-09 17:50:08,7,,7290,,0,,
20833,2,2012-01-09 17:59:17,1,,3382,,2,,3382
20834,1,2012-01-09 18:13:34,7,288,4593,2,11,1,919
20835,1,2012-01-09 18:15:56,2,1102,3310,1,1,1,919
20836,1,2012-01-09 18:22:23,41,11269,5394,5,5,71,
20838,2,2012-01-09 18:34:45,6,,919,,1,,919
20839,2,2012-01-09 19:27:30,7,,887,,0,,930
20840,1,2012-01-09 19:30:13,3,340,8434,1,0,,
20841,2,2012-01-09 19:52:50,2,,339,,0,,
20844,2,2012-01-09 20:54:46,6,,1036,,2,,
20845,1,2012-01-09 21:01:05,1,253,2706,1,7,1,4479
20846,1,2012-01-09 21:21:29,7,439,118,1,2,1,7290
20847,2,2012-01-09 21:51:52,0,,3382,,0,,
20848,1,2012-01-09 21:56:59,6,294,2635,2,7,1,2635
20849,2,2012-01-09 22:17:07,1,,7555,,0,,
20850,1,2012-01-09 23:08:37,1,188,3310,1,1,,3310
20851,2,2012-01-10 00:23:13,1,,1191,,1,,
20854,1,2012-01-10 03:06:29,2,1270,588,2,3,2,588
20855,2,2012-01-10 03:10:40,8,,919,,1,,
20856,2,2012-01-10 03:43:02,98,,7290,,15,,7290
20857,2,2012-01-10 03:45:17,4,,2669,,1,,
20858,1,2012-01-10 05:52:46,4,65,5902,0,0,,14741
20859,2,2012-01-10 06:33:40,3,,7224,,4,,
20860,2,2012-01-10 06:34:00,6,,8207,,6,,
20861,1,2012-01-10 06:40:08,2,518,588,2,1,,919
20862,1,2012-01-10 07:22:46,0,66,588,0,1,0,88
20863,1,2012-01-10 09:04:23,6,1237,6624,1,3,3,
20864,1,2012-01-10 09:39:29,4,1268,588,3,1,1,930
20865,1,2012-01-10 10:51:37,0,295,8445,0,2,,
20866,1,2012-01-10 10:56:32,2,137,7945,1,0,,27581
20867,2,2012-01-10 11:39:11,0,,686,,0,,
20868,1,2012-01-10 11:49:02,0,150,4398,1,2,,
20869,2,2012-01-10 12:09:03,1,,8446,,4,,
20870,1,2012-01-10 12:12:20,5,335,7224,2,3,,
20871,2,2012-01-10 12:42:58,3,,2669,,0,,
20872,2,2012-01-10 13:01:31,3,,887,,1,,
20873,2,2012-01-10 13:06:31,3,,2817,,3,,
20874,2,2012-01-10 13:18:57,22,,2817,,2,,
20875,1,2012-01-10 14:04:37,0,219,8448,0,5,,919
20876,2,2012-01-10 14:18:19,4,,501,,1,,
20880,2,2012-01-10 15:28:12,7,,7555,,6,,
20881,1,2012-01-10 15:38:49,2,2629,7246,3,1,,
20882,1,2012-01-10 15:50:02,0,252,8452,1,0,,
20884,2,2012-01-10 16:02:19,4,,4398,,7,,
20886,2,2012-01-10 16:04:38,1,,8454,,0,,
20887,2,2012-01-10 16:21:23,3,,8413,,2,,8413
20888,2,2012-01-10 16:50:58,1,,4505,,2,,
20889,1,2012-01-10 16:54:39,1,184,8439,1,9,,930
20890,1,2012-01-10 16:58:32,2,2984,8431,1,0,,
20891,1,2012-01-10 17:30:54,0,799,4127,1,0,,
20892,1,2012-01-10 17:32:43,0,329,8458,0,5,,8458
20893,2,2012-01-10 17:38:59,4,,7555,,2,,
20896,2,2012-01-10 18:14:51,1,,4505,,0,,
20897,2,2012-01-10 18:33:58,5,,485,,1,,485
20898,2,2012-01-10 18:51:32,3,,7290,,0,,
20899,2,2012-01-10 19:05:09,-2,,8460,,1,,
20900,2,2012-01-10 19:17:41,10,,1036,,1,,
20901,2,2012-01-10 19:41:48,5,,7555,,1,,
20903,2,2012-01-10 20:50:28,4,,3874,,2,,
20904,1,2012-01-10 21:42:55,3,587,8402,1,4,1,8402
20905,2,2012-01-10 21:44:07,6,,8293,,0,,
20906,2,2012-01-10 21:48:25,1,,8207,,0,,
20907,1,2012-01-11 00:02:38,1,155,6096,1,4,,930
20910,1,2012-01-11 01:23:30,2,336,1997,1,2,1,930
20911,2,2012-01-11 02:09:43,1,,8171,,1,,
20912,1,2012-01-11 03:40:00,2,889,2942,2,0,1,
20913,1,2012-01-10 15:14:24,-1,240,8468,2,3,,919
20914,2,2012-01-11 06:06:04,3,,2860,,0,,
20915,1,2012-01-11 06:51:19,3,156,8207,1,5,,930
20916,1,2012-01-11 08:14:12,3,529,8465,2,2,,449
20917,1,2012-01-11 08:59:16,1,919,7945,2,3,,17230
20918,1,2012-01-11 11:07:32,6,728,976,3,1,5,
20920,1,2012-01-11 11:58:48,1,257,6149,0,0,,930
20921,1,2012-01-11 13:04:39,5,114,1496,1,0,1,
20922,2,2012-01-11 13:32:59,7,,887,,0,,
20923,2,2012-01-11 14:05:18,1,,7789,,2,,7789
20924,2,2012-01-11 14:12:13,1,,7789,,0,,
20925,2,2012-01-11 14:22:51,1,,7246,,0,,
20926,1,2012-01-11 14:26:30,3,157,8469,0,3,,8469
20928,2,2012-01-11 14:46:42,8,,7365,,2,,
20929,1,2012-01-11 14:51:45,0,372,6185,1,0,,1036
20930,2,2012-01-11 14:57:38,1,,7365,,1,,805
20931,2,2012-01-11 15:09:49,1,,6633,,1,,
20932,1,2012-01-11 15:18:09,2,136,9973,0,4,1,919
20933,1,2012-01-11 15:52:45,0,59,3125,1,1,,930
20934,2,2012-01-11 16:38:40,2,,7555,,3,,7555
20935,2,2012-01-11 16:39:07,5,,8207,,0,,
20936,1,2012-01-11 16:51:39,1,782,198,1,11,1,198
20937,2,2012-01-11 17:27:58,1,,5739,,0,,
20939,1,2012-01-11 20:04:38,0,919,8289,1,3,2,8289
20940,2,2012-01-11 20:30:02,3,,8474,,0,,615
20941,2,2012-01-11 20:45:39,1,,2817,,0,,
20943,1,2012-01-11 21:07:42,3,542,7255,1,4,2,7255
20944,1,2012-01-11 08:18:04,5,717,8530,1,2,2,930
20945,1,2012-01-11 21:50:53,6,128,8476,1,6,,32036
20946,1,2012-01-11 22:00:56,4,487,8476,2,3,1,930
20947,1,2012-01-11 23:18:21,3,597,4679,1,2,1,
20948,1,2012-01-11 23:21:39,4,2585,6434,1,0,2,930
20949,1,2012-01-11 23:39:32,2,1641,8477,2,0,,183
20950,2,2012-01-12 00:32:29,2,,2669,,0,,
20951,2,2012-01-12 00:39:44,2,,183,,0,,
20952,1,2012-01-12 00:54:13,1,352,8458,1,4,,8458
20953,2,2012-01-12 01:21:36,1,,8293,,1,,
20954,1,2012-01-12 01:40:42,0,277,8480,1,1,,183
20955,2,2012-01-12 02:44:11,4,,8413,,2,,8413
20956,1,2012-01-12 03:00:19,2,373,3026,3,2,3,930
20957,2,2012-01-12 03:15:29,1,,3305,,3,,
20958,2,2012-01-12 03:48:45,1,,183,,0,,
20960,2,2012-01-12 05:05:10,0,,7290,,0,,
20962,1,2012-01-12 07:29:01,3,81,8484,0,3,1,88
20963,2,2012-01-12 07:39:58,5,,603,,7,,603
20964,1,2012-01-12 08:04:10,3,139,8485,0,1,,88
20966,1,2012-01-12 09:26:47,4,215,8488,2,3,,8488
20967,1,2012-01-12 09:58:48,2,49,8042,0,0,,88
20968,1,2012-01-12 10:24:42,1,478,4290,0,1,,88
20969,2,2012-01-12 10:25:20,4,,8041,,0,,
20970,1,2012-01-12 10:28:55,1,546,3040,2,0,,88
20971,2,2012-01-12 10:54:49,4,,887,,2,,
20973,1,2012-01-12 11:51:23,2,1035,8490,1,0,,930
20976,2,2012-01-12 12:27:23,2,,686,,2,,
20977,1,2012-01-12 12:35:18,33,2172,686,14,8,24,8489
20978,2,2012-01-12 12:42:02,1,,6768,,1,,
20980,1,2012-01-12 13:10:48,1,109,8491,1,5,,442
20981,1,2012-01-12 13:27:06,0,174,6185,0,3,,930
20982,2,2012-01-12 13:58:53,13,,6633,,4,,4856
20984,2,2012-01-12 14:55:02,2,,3601,,1,,
20985,2,2012-01-12 14:58:36,1,,8289,,0,,
20986,2,2012-01-12 15:37:43,12,,887,,4,,
20987,2,2012-01-12 15:48:33,1,,887,,0,,
20988,1,2012-01-12 16:09:40,1,899,8417,1,0,1,8207
20989,2,2012-01-12 16:16:21,3,,2817,,0,,
20990,2,2012-01-12 16:46:02,2,,2485,,0,,
20991,2,2012-01-12 16:57:16,2,,8207,,3,,
20992,1,2012-01-12 17:14:08,0,557,8511,0,3,,8511
20993,2,2012-01-12 17:37:53,1,,8498,,1,,
20995,2,2012-01-12 18:02:40,1,,4505,,0,,
20996,1,2012-01-12 18:18:12,4,585,3310,1,2,3,930
20997,2,2012-01-12 18:25:13,-4,,601,,0,,
20999,2,2012-01-12 18:45:40,15,,5836,,1,,
21000,2,2012-01-12 18:55:26,1,,7828,,0,,
21002,1,2012-01-12 19:04:34,3,1182,7972,1,2,3,7972
21003,1,2012-01-12 19:17:01,2,1186,6858,2,1,,919
21005,2,2012-01-12 19:46:43,2,,686,,1,,
21006,2,2012-01-12 19:54:50,5,,3874,,3,,
21007,2,2012-01-12 19:58:30,2,,3874,,1,,
21008,2,2012-01-12 20:02:46,2,,8499,,1,,2970
21009,2,2012-01-12 20:19:29,2,,7224,,0,,
21010,2,2012-01-12 21:13:28,2,,7336,,0,,
21011,1,2012-01-12 21:24:49,3,213,8251,1,0,,930
21015,1,2012-01-12 22:01:12,1,103,8501,1,2,,88
21017,2,2012-01-12 22:18:51,2,,253,,1,,
21020,1,2012-01-13 00:14:57,7,642,8503,1,11,,8503
21021,1,2012-01-13 01:24:25,3,406,8504,2,1,2,930
21022,1,2012-01-13 02:26:18,11,1620,8401,3,5,6,8401
21023,1,2012-01-13 03:09:07,17,3933,4559,2,0,,7290
21024,1,2012-01-13 03:30:50,4,3028,966,3,2,2,930
21025,2,2012-01-13 03:41:43,4,,1679,,0,,
21026,2,2012-01-13 04:04:28,4,,8144,,0,,
21027,2,2012-01-13 06:09:21,12,,7290,,1,,
21028,2,2012-01-13 06:58:55,1,,7290,,1,,
21029,1,2012-01-13 07:07:34,1,71,8506,1,0,,919
21030,2,2012-01-13 07:51:38,5,,8507,,2,,
21031,2,2012-01-13 08:33:37,1,,8509,,2,,
21032,1,2012-01-13 08:51:02,1,1579,7945,1,0,,27581
21033,2,2012-01-13 10:02:21,3,,887,,4,,
21034,2,2012-01-13 10:37:36,-1,,6961,,0,,
21036,1,2012-01-13 11:39:34,2,615,8107,1,1,,930
21037,2,2012-01-13 11:39:36,2,,892,,1,,
21038,2,2012-01-13 11:47:26,0,,686,,0,,
21040,1,2012-01-13 13:13:31,2,231,2019,2,10,,
21041,1,2012-01-13 13:36:02,1,87,8513,1,0,,930
21042,1,2012-01-13 14:00:08,2,1175,8514,1,2,,1036
21043,1,2012-01-13 14:19:11,2,207,8515,2,1,,88
21044,1,2012-01-11 21:55:52,1,273,,2,1,1,88
21045,2,2012-01-12 13:51:50,1,,,,0,,
21047,2,2012-01-13 14:47:38,3,,2817,,0,,
21048,2,2012-01-13 14:49:39,2,,8507,,3,,
21049,2,2012-01-13 15:04:27,2,,8517,,3,,8517
21050,1,2012-01-13 15:14:35,1,642,8515,1,3,,8515
21051,2,2012-01-13 15:39:41,2,,8507,,1,,
21052,2,2012-01-13 15:41:56,1,,8200,,1,,
21054,2,2012-01-13 15:50:15,5,,6129,,4,,6129
21055,2,2012-01-13 16:49:07,6,,25,,3,,
21056,2,2012-01-13 17:03:34,1,,4505,,0,,
21057,2,2012-01-13 17:13:58,2,,4505,,0,,
21058,1,2012-01-13 17:27:08,8,295,8521,2,1,,88
21059,2,2012-01-13 17:28:08,2,,4505,,4,,
21060,2,2012-01-13 17:44:25,10,,4505,,1,,
21062,1,2012-01-13 17:53:59,2,368,9973,0,1,1,
21063,2,2012-01-13 17:58:47,2,,4505,,10,,4505
21066,2,2012-01-13 18:20:57,1,,4679,,0,,
21067,1,2012-01-13 18:21:25,4,2355,3310,1,1,,88
21068,2,2012-01-13 18:34:56,1,,3411,,0,,
21069,1,2012-01-13 18:44:48,0,211,4679,0,2,,4679
21070,2,2012-01-13 19:08:27,3,,2126,,7,,
21071,1,2012-01-13 20:26:05,7,161,36,1,0,,
21072,2,2012-01-13 20:31:11,1,,7224,,1,,
21073,2,2012-01-13 21:16:07,1,,873,,1,,
21074,1,2012-01-13 22:09:15,-2,120,8524,1,2,,88
21075,1,2012-01-13 22:19:11,8,801,2513,1,6,8,2513
21076,1,2012-01-13 22:30:37,5,878,8504,1,4,5,8504
21077,2,2012-01-13 23:01:34,11,,8076,,12,,2513
21078,1,2012-01-13 23:31:50,4,128,8525,2,2,1,88
21079,2,2012-01-13 23:40:05,8,,2485,,3,,2485
21080,2,2012-01-13 23:58:44,0,,8526,,0,,
21081,1,2012-01-14 00:41:17,3,1339,8527,2,7,2,183
21082,2,2012-01-14 02:49:40,1,,3903,,0,,
21083,2,2012-01-14 03:18:58,4,,5836,,0,,4856
21085,2,2012-01-14 04:49:00,1,,183,,0,,
21086,1,2012-01-14 05:56:45,2,620,2403,2,0,,
21087,2,2012-01-14 06:32:35,0,,5792,,1,,
21088,2,2012-01-14 07:05:28,4,,4856,,4,,
21090,2,2012-01-14 13:09:31,0,,7828,,1,,
21091,2,2012-01-14 13:22:56,1,,8528,,5,,8528
21092,1,2012-01-14 13:29:05,4,249,8041,1,0,,
21093,2,2012-01-14 14:31:50,8,,8076,,2,,8076
21095,2,2012-01-14 16:16:01,5,,8528,,6,,8041
21096,1,2012-01-14 17:24:14,3,144,401,0,0,1,401
21098,2,2012-01-14 21:08:58,3,,2775,,4,,2775
21099,2,2012-01-14 21:22:02,1,,6869,,0,,
21100,2,2012-01-14 22:11:00,2,,3919,,0,,
21102,2,2012-01-15 01:23:28,42,,8534,,2,,
21103,1,2012-01-15 03:12:40,16,3882,4754,4,0,7,7290
21104,1,2012-01-13 21:00:08,3,3650,44618,2,6,2,27581
21105,2,2012-01-15 05:44:07,13,,7529,,3,,
21106,1,2012-01-15 06:06:48,2,1025,4864,1,0,,7224
21107,1,2012-01-15 06:11:41,2,181,8207,0,4,1,8207
21108,2,2012-01-15 08:00:47,3,,7224,,1,,
21109,1,2012-01-15 08:29:46,1,429,6637,1,6,2,
21111,1,2012-01-15 09:24:03,0,210,6244,1,0,,930
21112,1,2012-01-15 12:29:47,4,845,339,1,0,,
21113,2,2012-01-15 13:37:37,15,,7224,,4,,7290
21114,1,2012-01-15 14:53:53,1,362,7863,1,2,,88
21115,1,2012-01-15 15:00:30,4,81,6489,1,2,2,88
21116,2,2012-01-15 15:21:19,13,,449,,1,,
21117,1,2012-01-15 16:26:11,8,402,1356,3,0,2,7290
21118,2,2012-01-15 16:36:29,5,,919,,1,,
21119,1,2012-01-15 16:39:00,6,913,8541,2,8,2,8541
21120,1,2012-01-15 16:41:33,0,180,8542,1,0,,88
21121,1,2012-01-15 17:04:27,7,802,6329,7,4,6,88
21122,1,2012-01-15 17:32:10,1,201,2403,1,0,,
21123,2,2012-01-15 17:54:31,1,,603,,0,,
21124,2,2012-01-15 18:13:57,2,,7555,,1,,7555
21125,2,2012-01-15 18:18:06,1,,2669,,0,,
21126,2,2012-01-15 18:20:17,0,,5594,,0,,
21128,2,2012-01-15 18:34:29,4,,5594,,0,,
21129,2,2012-01-15 18:42:09,5,,7555,,0,,
21130,2,2012-01-15 18:56:28,5,,4364,,0,,
21131,2,2012-01-15 18:56:56,0,,8402,,0,,
21133,2,2012-01-15 20:03:11,0,,8544,,0,,
21134,2,2012-01-15 21:01:56,1,,7555,,1,,
21135,2,2012-01-15 21:15:37,3,,6725,,1,,
21136,2,2012-01-15 21:35:17,11,,2970,,1,,2970
21137,1,2012-01-15 23:11:31,2,710,8353,1,3,,8353
21138,2,2012-01-16 01:57:51,3,,2669,,2,,
21139,1,2012-01-16 02:24:22,1,847,7972,2,1,,7972
21140,1,2012-01-16 03:22:47,0,1195,8417,3,0,,8417
21141,1,2012-01-16 03:50:39,8,659,6633,1,1,3,
21142,2,2012-01-16 03:54:08,5,,2669,,0,,
21144,1,2012-01-16 05:55:11,1,66,8067,0,1,1,8067
21145,1,2012-01-16 06:48:30,4,1536,8549,2,0,,3826
21146,2,2012-01-16 07:00:28,1,,2965,,2,,
21147,2,2012-01-16 07:22:30,1,,8033,,4,,8033
21148,2,2012-01-16 07:41:41,2,,8507,,6,,8507
21149,1,2012-01-16 08:42:47,1,375,3671,1,2,1,3671
21150,2,2012-01-16 09:24:42,4,,7529,,0,,
21151,1,2012-01-16 10:51:13,1,36,8552,0,0,,
21152,1,2012-01-16 11:09:29,28,5745,1643,4,0,30,1643
21153,1,2012-01-16 11:20:03,16,946,8076,5,2,15,930
21155,2,2012-01-16 11:21:16,2,,339,,0,,770
21156,1,2012-01-16 11:26:37,2,511,2046,2,0,,2116
21157,2,2012-01-16 11:55:06,2,,3277,,1,,
21158,2,2012-01-16 12:35:53,1,,686,,1,,
21159,2,2012-01-16 12:42:49,1,,686,,4,,
21160,1,2012-01-16 13:32:27,1,383,8555,1,0,,
21161,1,2012-01-16 13:52:03,4,370,1443,3,2,,930
