Id,Reputation,CreationDate,Views,UpVotes,DownVotes
9276,1,2012-02-17 16:56:25,0,0,0
9277,11,2012-02-17 16:56:36,4,0,0
9278,16,2012-02-17 17:11:15,3,0,0
9279,1,2012-02-17 19:25:12,0,0,0
9280,1,2012-02-17 20:15:34,0,0,0
9281,79,2012-02-17 20:43:56,22,1,0
9282,26,2012-02-17 20:58:48,15,0,0
9283,1,2012-02-17 22:50:12,2,0,0
9284,101,2012-02-18 04:33:06,0,0,0
9285,6,2012-02-18 06:45:18,3,0,0
9286,1,2012-02-18 09:23:28,0,0,0
9287,1,2012-02-18 09:58:08,0,0,0
9288,21,2012-02-18 10:36:57,1,0,0
9289,106,2012-02-18 15:48:07,4,0,0
9290,11,2012-02-18 16:49:59,4,0,0
9291,21,2012-02-18 17:20:31,7,0,0
9292,48,2012-02-18 21:46:27,8,1,0
9293,1,2012-02-18 22:48:52,1,0,0
9294,13,2012-02-19 02:19:20,1,0,0
9295,6,2012-02-19 02:30:14,2,0,0
9296,101,2012-02-19 05:58:23,0,0,0
9297,101,2012-02-19 07:09:21,0,0,0
9298,101,2012-02-19 07:12:01,0,0,0
9299,1,2012-02-19 11:01:17,0,0,0
9300,101,2012-02-19 11:05:04,0,0,0
9301,36,2012-02-19 16:06:34,3,0,0
9302,101,2012-02-19 17:23:27,9,0,0
9304,11,2012-02-19 20:35:34,18,0,0
9305,1,2012-02-19 21:10:50,0,0,0
9306,101,2012-02-19 23:01:26,0,4,0
9307,1,2012-02-20 00:24:11,0,0,0
9308,101,2012-02-20 02:23:37,0,0,0
9309,101,2012-02-20 03:42:16,0,0,0
9311,140,2012-02-20 06:20:50,12,7,1
9313,4,2012-02-20 07:25:01,7,0,0
9314,1,2012-02-20 09:38:18,2,0,0
9315,116,2012-02-20 11:15:26,2,0,0
9316,1,2012-02-20 11:27:27,0,0,0
9317,121,2012-02-20 12:41:45,1,1,0
9318,130,2012-02-20 13:03:40,7,1,0
9320,130,2012-02-20 13:39:10,5,2,0
9321,101,2012-02-20 13:41:26,0,1,0
9322,36,2012-02-20 14:02:24,10,0,0
9323,21,2012-02-20 14:53:48,1,0,0
9324,101,2012-02-20 15:16:23,0,2,0
9325,101,2012-02-20 15:23:29,0,0,0
9326,28,2012-02-20 16:18:55,11,2,0
9327,6,2012-02-20 16:37:14,0,0,0
9328,131,2012-02-20 17:08:03,17,3,0
9330,420,2012-02-20 18:46:26,17,6,0
9331,101,2012-02-20 19:36:16,0,0,0
9332,121,2012-02-20 20:53:03,4,0,0
9333,101,2012-02-20 21:25:48,0,0,0
9334,101,2012-02-20 21:42:53,2,1,0
9335,21,2012-02-20 21:52:38,3,0,0
9336,351,2012-02-20 23:00:49,3,1,0
9337,4,2012-02-21 00:02:16,1,0,0
9338,1,2012-02-21 00:08:50,0,0,0
9339,11,2012-02-21 00:41:38,0,0,0
9340,55,2012-02-21 01:06:36,3,3,0
9341,1,2012-02-21 01:53:00,0,0,0
9342,312,2012-02-21 01:53:20,60,15,0
9343,706,2012-02-21 08:34:53,110,9,2
9344,175,2012-02-21 10:58:10,16,11,0
9345,21,2012-02-21 12:50:39,1,0,0
9346,13,2012-02-21 13:48:50,0,0,0
9348,53,2012-02-21 14:59:04,21,1,0
9349,11,2012-02-21 15:03:02,0,0,0
9351,48,2012-02-21 18:14:12,11,1,0
9352,1,2012-02-21 18:26:43,0,0,0
9353,26,2012-02-21 18:46:17,0,0,0
9354,196,2012-02-21 18:52:23,26,2,0
9355,128,2012-02-21 19:29:29,6,28,0
9356,1,2012-02-21 20:26:31,0,0,0
9358,1,2012-02-21 21:59:37,7,0,0
9359,1,2012-02-21 22:09:24,0,0,0
9360,6,2012-02-21 23:07:26,2,0,0
9362,21,2012-02-22 04:18:46,3,0,0
9363,208,2012-02-22 05:47:37,12,2,0
9364,31,2012-02-22 08:20:50,1,3,0
9365,51,2012-02-22 08:39:40,18,0,0
9366,28,2012-02-22 09:13:08,8,0,0
9367,1,2012-02-22 10:34:41,2,0,0
9368,1,2012-02-22 10:55:37,0,0,0
9369,11,2012-02-22 11:24:47,3,0,0
9371,11,2012-02-22 16:03:07,2,0,0
9372,1,2012-02-22 16:58:48,1,0,0
9373,101,2012-02-22 17:15:32,1,0,0
9374,101,2012-02-22 19:40:49,0,0,0
9375,111,2012-02-22 19:42:31,2,1,0
9376,101,2012-02-22 20:14:46,0,0,0
9377,101,2012-02-22 20:33:46,1,0,0
9378,146,2012-02-22 22:56:36,7,5,0
9379,101,2012-02-22 23:20:17,3,10,0
9381,11,2012-02-23 08:50:21,2,0,0
9383,6,2012-02-23 10:27:18,5,0,0
9384,118,2012-02-23 10:34:07,5,0,0
9385,1,2012-02-23 10:49:18,1,0,0
9386,6,2012-02-23 13:13:08,0,0,0
9387,101,2012-02-23 13:21:17,0,0,0
9389,109,2012-02-23 17:02:50,4,0,0
9390,6,2012-02-23 17:34:17,1,0,0
9391,13,2012-02-23 18:13:14,1,0,0
9392,1,2012-02-23 18:39:52,0,0,0
9394,9800,2012-02-23 21:59:40,946,1273,54
9396,1,2012-02-23 22:34:44,0,0,0
9397,108,2012-02-23 22:35:59,5,1,0
9398,101,2012-02-23 22:43:12,2,0,0
9399,118,2012-02-24 00:23:30,0,0,0
9400,1,2012-02-24 01:29:04,4,0,0
9401,1,2012-02-24 03:30:45,0,0,0
9402,11,2012-02-24 04:02:54,0,0,0
9403,1,2012-02-24 04:37:52,0,0,0
9405,208,2012-02-24 06:48:05,24,17,0
9406,1,2012-02-24 07:10:43,0,0,0
9409,11,2012-02-24 09:50:32,4,0,0
9412,31,2012-02-24 13:55:14,15,0,0
9413,106,2012-02-24 13:59:58,5,1,0
9414,1,2012-02-24 14:04:59,21,0,0
9416,101,2012-02-24 16:42:50,0,0,0
9417,101,2012-02-24 17:34:14,0,0,0
9418,6,2012-02-24 19:41:53,0,0,0
9419,6,2012-02-24 21:40:24,3,0,0
9420,202,2012-02-24 21:44:36,40,4,0
9421,1,2012-02-25 01:17:19,0,0,0
9422,26,2012-02-25 04:23:38,6,0,0
9423,11,2012-02-25 05:25:43,1,0,0
9424,126,2012-02-25 14:54:17,14,0,0
9425,6,2012-02-25 15:34:20,1,0,0
9426,407,2010-07-23 15:29:27,57,48,5
9428,1,2012-02-25 19:16:10,1,0,0
9429,18,2012-02-25 19:59:03,2,0,0
9430,1,2012-02-25 20:17:03,1,0,0
9431,101,2012-02-25 20:55:44,0,0,0
9432,31,2012-02-25 23:17:53,1,0,0
9433,21,2012-02-26 00:11:22,1,0,0
9434,1,2012-02-26 01:43:01,0,0,0
9435,116,2012-02-26 01:50:39,10,0,0
9437,181,2012-02-26 03:14:21,16,47,0
9438,1,2012-02-26 05:31:55,0,0,0
9440,113,2012-02-26 08:58:47,5,3,0
9441,1,2012-02-26 09:58:49,0,0,0
9442,1,2012-02-26 11:42:51,1,0,0
9443,11,2012-02-26 15:10:49,1,0,0
9444,406,2012-02-26 15:20:39,60,15,13
9445,111,2012-02-26 15:36:21,8,1,0
9446,101,2012-02-26 17:43:02,0,0,0
9447,26,2012-02-26 18:24:57,4,0,0
9448,6,2012-02-26 20:15:13,3,0,0
9450,101,2012-02-26 20:37:51,2,0,0
9451,136,2012-02-26 22:54:27,10,0,0
9452,1,2012-02-27 00:05:46,0,0,0
9453,1,2012-02-27 00:23:12,0,0,0
9454,6,2012-02-27 01:01:16,1,0,0
9456,161,2012-02-27 08:31:43,8,3,0
9457,1,2012-02-27 09:51:42,0,0,0
9458,2,2012-02-27 10:49:04,9,0,0
9459,111,2012-02-27 11:32:27,0,0,0
9460,101,2012-02-27 12:20:47,9,0,0
9461,11,2012-02-27 16:09:47,1,0,0
9462,101,2012-02-27 16:24:45,1,0,0
9463,16,2012-02-27 17:49:18,1,0,0
9464,101,2012-02-27 19:56:50,2,0,0
9465,13,2012-02-27 20:16:02,4,0,0
9466,106,2012-02-27 21:04:52,0,2,0
9469,108,2012-02-28 00:17:47,1,1,0
9470,13,2012-02-28 01:43:12,0,0,0
9471,101,2012-02-28 01:54:24,0,0,0
9472,1,2012-02-28 02:09:02,0,0,0
9473,1,2012-02-28 03:30:31,0,0,0
9474,1,2012-02-28 04:32:37,0,0,0
9475,16,2012-02-28 05:09:45,2,0,0
9476,101,2012-02-28 05:33:24,1,0,0
9477,101,2012-02-28 07:12:42,0,1,0
9478,101,2012-02-28 07:15:39,0,1,0
9479,101,2012-02-28 08:01:58,1,1,0
9480,31,2012-02-28 08:14:32,3,0,0
9481,6,2012-02-28 08:16:22,9,0,0
9482,1,2012-02-28 08:34:42,2,0,0
9483,101,2012-02-28 08:53:34,0,2,0
9484,16,2012-02-28 10:32:05,3,0,0
9485,11,2012-02-28 10:40:26,3,0,0
9486,16,2012-02-28 12:12:40,2,0,0
9487,101,2012-02-28 12:49:09,0,0,0
9488,101,2012-02-28 13:01:58,0,0,0
9489,31,2012-02-28 13:37:13,2,0,0
9490,235,2012-02-28 14:46:21,15,4,0
9491,11,2012-02-28 15:06:12,4,0,0
9493,21,2012-02-28 15:54:13,2,0,0
9494,101,2012-02-28 17:04:05,0,0,0
9495,277,2012-02-28 19:11:37,25,5,0
9496,111,2012-02-28 19:14:51,2,1,0
9497,282,2012-02-28 19:46:18,52,24,0
9498,101,2012-02-28 20:53:26,0,4,0
9499,1,2012-02-28 22:57:28,2,0,0
9501,11,2012-02-28 23:41:27,2,0,0
9502,101,2012-02-29 04:16:06,0,0,0
9503,101,2012-02-29 06:03:14,0,0,0
9505,101,2012-02-29 08:16:54,0,1,0
9506,38,2012-02-29 09:20:48,6,1,0
9507,11,2012-02-29 09:55:04,2,0,0
9508,101,2012-02-29 10:01:38,0,2,0
9509,101,2012-02-29 10:45:04,0,0,0
9510,1,2012-02-29 11:19:02,0,0,0
9511,6,2012-02-29 11:23:43,6,0,0
9512,101,2012-02-29 11:29:37,0,2,0
9513,101,2012-02-29 13:27:07,4,1,0
9514,111,2012-02-29 13:55:39,5,0,0
9515,101,2012-02-29 14:58:32,5,0,0
9516,1,2012-02-29 14:58:58,2,0,0
9517,11,2012-02-29 15:23:39,2,0,0
9518,1,2012-02-29 16:23:42,0,0,0
9519,36,2012-02-29 20:46:17,16,1,0
9520,101,2012-02-29 21:01:23,1,1,0
9521,111,2012-02-29 22:41:51,3,0,0
9522,1,2012-02-29 22:59:48,0,0,0
9523,99,2012-02-29 23:26:42,14,8,0
9524,113,2012-02-29 23:27:54,11,2,0
9525,16,2012-03-01 00:15:19,5,0,0
9526,16,2012-03-01 02:43:29,3,0,0
9527,1,2012-03-01 03:18:27,0,0,0
9528,101,2012-03-01 05:32:18,1,0,0
9529,134,2012-03-01 06:12:58,27,15,1
9531,101,2012-03-01 08:37:38,1,0,0
9532,101,2012-03-01 09:05:10,5,0,0
9533,101,2012-03-01 10:23:30,3,0,0
9534,215,2012-03-01 10:25:38,19,37,0
9536,3,2012-03-01 11:44:44,3,0,0
9537,6,2012-03-01 11:52:44,1,0,0
9538,101,2012-03-01 12:56:06,0,11,0
9539,1,2012-03-01 13:15:36,0,0,0
9541,26,2012-03-01 15:52:52,5,0,0
9542,11,2012-03-01 16:51:55,0,0,0
9543,41,2012-03-01 17:28:58,4,0,0
9544,111,2012-03-01 19:50:56,7,0,0
9545,6,2012-03-01 19:58:34,2,0,0
9546,114,2012-03-01 20:09:31,30,1,0
9547,16,2012-03-01 20:30:07,5,0,0
9548,1,2012-03-01 20:57:25,8,0,0
9549,1,2012-03-01 23:41:36,0,0,0
9550,21,2012-03-02 00:22:11,5,0,0
9551,1,2012-03-02 00:26:01,0,0,0
9553,126,2012-03-02 05:55:53,17,0,0
9554,1,2012-03-02 06:02:49,0,0,0
9555,101,2012-03-02 06:17:24,1,0,0
9556,1,2012-03-02 08:04:01,0,0,0
9557,11,2012-03-02 10:23:32,1,0,0
9558,101,2012-03-02 11:57:34,0,0,0
9559,101,2012-03-02 13:25:37,0,0,0
9560,47,2012-03-02 13:26:10,36,17,0
9561,1,2012-03-02 14:15:22,0,0,0
9562,130,2012-03-02 14:58:06,19,5,0
9563,16,2012-03-02 15:27:32,2,0,0
9565,101,2012-03-02 16:43:51,3,18,0
9567,1,2012-03-02 18:14:18,0,0,0
9568,1713,2012-03-02 18:18:29,112,212,2
9570,11,2012-03-02 21:14:52,6,0,0
9571,83,2012-03-02 21:40:24,14,0,0
9572,308,2012-03-02 22:57:38,58,9,0
9573,21,2012-03-03 01:50:16,6,0,0
9574,1,2012-03-03 07:51:02,0,0,0
9575,38,2012-03-03 08:28:55,7,51,0
9576,112,2012-03-03 09:02:15,15,3,0
9577,252,2012-03-03 09:35:11,13,2,0
9578,11,2012-03-03 09:47:51,4,0,0
9579,113,2012-03-03 11:13:47,2,1,0
9580,1,2012-03-03 12:11:42,0,0,0
9581,261,2012-03-03 15:37:51,13,0,0
9582,101,2012-03-03 16:16:39,0,3,0
9583,328,2012-03-02 19:43:22,72,14,0
9584,101,2012-03-03 22:07:21,5,2,0
9585,1,2012-03-03 22:39:52,0,0,0
9586,106,2012-03-04 01:16:46,3,2,0
9588,83,2012-03-04 03:51:48,14,4,0
9589,63,2012-03-04 04:34:15,7,1,0
9590,11,2012-03-04 06:46:36,0,0,0
9591,101,2012-03-04 09:33:44,0,1,0
9592,61,2012-03-04 11:45:07,4,0,0
9594,1,2012-03-04 17:01:27,0,0,0
9595,658,2012-03-04 18:03:22,48,31,3
9596,1,2012-03-04 18:17:44,0,0,0
9598,11,2012-03-04 22:29:08,2,0,0
9602,1,2012-03-05 01:19:10,1,0,0
9603,11,2012-03-05 02:27:59,0,0,0
9604,101,2012-03-05 02:40:29,0,0,0
9605,1,2012-03-05 03:11:33,0,0,0
9606,11,2012-03-05 07:44:23,13,0,0
9607,8,2012-03-05 08:16:22,0,0,0
9608,220,2012-03-05 08:40:28,9,22,0
9609,101,2012-03-05 08:51:58,3,0,0
9610,66,2012-03-05 10:26:21,1,34,0
9611,6,2012-03-05 12:28:14,1,0,0
9612,1,2012-03-05 12:35:57,0,0,0
9614,1,2012-03-05 13:11:43,2,0,0
9616,23,2012-03-05 15:38:43,6,1,0
9617,121,2012-03-05 17:54:03,4,8,0
9618,262,2012-03-05 18:12:46,6,17,0
9619,92,2012-03-05 14:33:04,8,12,0
9620,11,2012-03-05 18:26:13,1,0,0
9621,101,2012-03-05 18:30:32,3,65,0
9622,50,2012-03-05 20:58:36,3,2,0
9623,113,2012-03-05 21:34:41,5,1,0
9624,95,2012-03-05 22:13:31,2,0,0
9625,134,2012-03-05 22:29:14,9,0,0
9626,101,2012-03-05 22:48:28,0,0,0
9628,108,2012-03-05 23:55:22,0,1,0
9629,1,2012-03-06 00:13:16,0,0,0
9630,16,2012-03-06 01:01:03,3,0,0
9632,101,2012-03-06 03:08:33,0,0,0
9633,1,2012-03-06 03:40:53,1,0,0
9634,101,2012-03-06 05:13:22,0,0,0
9635,101,2012-03-06 05:36:30,0,3,0
9636,18,2012-03-06 08:42:39,1,0,0
9637,8,2012-03-06 09:34:09,0,0,0
9638,1,2012-03-06 10:25:18,0,0,0
9639,11,2012-03-06 12:21:58,1,0,0
9640,130,2012-03-06 12:55:26,6,10,0
9641,1,2012-03-06 13:37:49,0,0,0
9642,101,2012-03-06 13:51:49,0,3,0
9643,101,2012-03-06 14:20:26,3,38,0
9644,101,2012-03-06 15:06:06,0,0,0
9647,111,2012-03-06 19:53:45,4,0,0
9648,49,2012-03-06 19:54:29,5,0,0
9649,226,2012-03-06 21:10:32,28,4,0
9650,1,2012-03-06 22:16:05,0,0,0
9651,360,2012-03-06 22:59:59,98,67,8
9653,101,2012-03-06 23:05:12,0,0,0
9654,1,2012-03-06 23:27:40,6,0,0
9655,101,2012-03-06 23:55:44,2,0,0
9656,21,2012-03-07 00:24:18,3,0,0
9657,283,2012-03-07 01:40:48,51,101,1
9658,101,2012-03-07 02:47:40,0,0,0
9659,1,2012-03-07 02:58:46,1,0,0
9661,1,2012-03-07 03:39:18,2,0,0
9662,110,2012-03-07 05:36:32,54,73,0
9663,1,2012-03-07 07:15:43,0,0,0
9664,101,2012-03-07 07:46:17,0,1,0
9666,6,2012-03-07 10:23:49,1,0,0
9667,1,2012-03-07 11:00:36,1,0,0
9668,1,2012-03-07 12:38:32,1,0,0
9669,1,2012-03-07 13:27:39,2,0,0
9670,1,2012-03-07 14:52:48,1,0,0
9671,412,2012-03-07 15:36:16,60,18,0
9672,101,2012-03-07 15:40:28,1,0,0
9674,1,2012-03-07 17:11:23,1,0,0
9676,228,2012-03-07 17:26:21,18,1,0
9677,255,2012-03-07 21:01:28,16,36,0
9678,1,2012-03-07 21:15:22,0,0,0
9680,84,2012-03-07 21:33:23,31,12,0
9681,6,2012-03-07 21:43:21,0,0,0
9683,108,2012-03-07 22:48:14,26,2,0
9684,101,2012-03-08 04:45:57,1,0,0
9685,1,2012-03-08 05:31:33,0,0,0
9686,82,2012-03-08 05:35:27,17,1,0
9687,16,2012-03-08 06:23:58,2,0,0
9689,101,2012-03-08 09:43:19,0,0,0
9690,101,2012-03-08 11:49:27,4,0,0
9691,73,2012-03-08 16:48:36,2,4,0
9692,101,2012-03-08 16:48:54,1,11,0
9693,101,2012-03-08 17:06:41,1,0,0
9694,109,2012-03-08 17:11:03,8,2,0
9695,1,2012-03-08 17:34:15,0,0,0
9696,101,2012-03-08 18:21:06,0,0,0
9697,106,2012-03-08 18:56:48,1,0,0
9699,174,2012-03-08 19:57:08,17,8,0
9700,6,2012-03-08 20:05:34,5,0,0
9701,31,2012-03-08 20:34:03,20,0,0
9702,6,2012-03-08 21:13:57,0,0,0
9704,1,2012-03-08 22:01:35,0,0,0
9705,41,2012-03-08 22:49:37,0,0,0
9706,6,2012-03-08 23:12:15,0,0,0
9708,101,2012-03-08 23:24:46,0,1,0
9709,101,2012-03-09 00:50:50,0,9,0
9710,101,2012-03-09 01:26:38,0,1,0
9711,76,2012-03-09 01:45:49,29,9,0
9712,101,2012-03-09 02:04:37,0,0,0
9713,1,2012-03-09 03:40:24,0,0,0
9714,1,2012-03-09 04:55:44,0,0,0
9715,101,2012-03-09 07:32:14,0,0,0
9716,21,2012-03-09 11:55:54,9,6,0
9718,1,2012-03-09 12:42:06,0,0,0
9719,6,2012-03-09 12:54:56,5,0,0
9720,16,2012-03-09 13:07:38,2,0,0
9721,101,2012-03-09 13:51:19,0,7,0
9722,65,2012-03-09 14:20:51,12,6,0
9723,111,2012-03-09 15:31:11,1,0,0
9724,314,2012-03-09 15:42:34,13,10,1
9725,13,2012-03-09 15:52:15,0,0,0
9726,113,2012-03-09 16:23:49,0,0,0
9727,101,2012-03-09 17:09:42,1,0,0
9728,180,2012-03-09 17:12:54,10,38,2
9730,101,2012-03-09 17:26:41,1,0,0
9731,113,2012-03-09 17:28:05,13,3,0
9732,128,2012-03-09 17:40:48,6,6,0
9733,6,2012-03-09 18:14:20,6,0,0
9734,41,2012-03-09 18:25:55,15,0,0
9735,11,2012-03-09 18:30:30,4,0,0
9736,1,2012-03-09 19:19:45,0,0,0
9737,1,2012-03-09 21:13:16,0,0,0
9738,1725,2012-03-09 21:42:09,217,246,1
9740,16,2012-03-09 22:22:10,0,0,0
9741,1,2012-03-09 22:23:47,0,0,0
9742,108,2012-03-09 23:27:02,2,3,0
9743,31,2012-03-10 00:29:39,2,0,0
9744,11,2012-03-10 03:36:20,1,0,0
9745,101,2012-03-10 04:21:34,2,0,0
9746,188,2012-03-10 05:05:59,2,5,0
9747,16,2012-03-10 08:01:51,1,0,0
9749,11,2012-03-10 09:03:03,1,0,0
9750,19,2012-03-10 10:27:27,2,0,0
9751,126,2012-03-10 10:42:39,0,0,0
9753,121,2012-03-10 12:47:55,3,0,0
9755,101,2012-03-10 16:14:02,0,0,0
9756,31,2012-03-10 16:27:40,0,0,0
9757,101,2012-03-10 16:39:31,3,2,0
9758,1,2012-03-10 19:40:39,0,0,0
9759,21,2012-03-10 20:43:46,8,0,0
9760,51,2012-03-10 21:30:19,4,0,0
9761,6,2012-03-11 02:31:07,0,0,0
9762,21,2012-03-11 09:40:39,0,0,0
9763,101,2012-03-11 10:03:01,1,0,0
9764,1,2012-03-11 10:37:29,0,0,0
9765,11,2012-03-11 11:08:12,3,0,0
9766,1,2012-03-11 11:59:02,0,0,0
9767,76,2012-03-11 12:31:22,7,0,0
9768,138,2012-03-11 12:52:17,13,1,0
9769,101,2012-03-11 15:11:49,0,1,0
9770,121,2012-03-11 16:13:33,4,0,0
9771,1,2012-03-11 19:00:08,0,0,0
9772,101,2012-03-11 22:46:08,0,0,0
9773,142,2012-03-12 01:37:36,4,0,0
9774,11,2012-03-12 04:28:04,0,0,0
9775,16,2012-03-12 05:08:00,12,0,0
9776,101,2012-03-12 05:14:23,0,0,0
9778,1,2012-03-12 08:55:58,0,0,0
9779,1,2012-03-12 09:45:22,0,0,0
9780,1,2012-03-12 10:17:23,0,0,0
9782,116,2012-03-12 11:16:41,17,6,0
9784,101,2012-03-12 11:50:51,4,0,0
9785,1,2012-03-12 12:56:40,0,0,0
9786,101,2012-03-12 14:13:35,4,1,0
9787,11,2012-03-12 15:16:48,0,0,0
9788,101,2012-03-12 15:31:09,4,3,0
9789,6,2012-03-12 16:24:14,0,0,0
9790,1,2012-03-12 16:53:03,1,0,0
9791,128,2012-03-12 17:31:18,5,1,0
9792,101,2012-03-12 17:32:56,2,0,0
9793,101,2012-03-12 17:55:07,2,1,0
9794,14,2012-03-12 18:08:10,2,0,0
9796,1,2012-03-12 19:14:09,0,0,0
9797,38,2012-03-12 20:02:13,1,1,0
9799,101,2012-03-12 21:25:11,0,0,0
9800,1,2012-03-12 22:14:02,2,0,0
9802,16,2012-03-13 00:56:56,3,0,0
9804,183,2012-03-13 02:50:55,20,3,0
9805,101,2012-03-13 06:43:06,0,0,0
9806,1,2012-03-13 07:12:13,0,0,0
9808,135,2012-03-13 12:59:54,16,37,0
9809,103,2012-03-13 13:52:43,1,7,0
9810,101,2012-03-13 14:11:45,0,0,0
9811,108,2012-03-13 14:18:16,28,2,0
9812,11,2012-03-13 15:01:42,2,0,0
9813,6,2012-03-13 15:30:08,0,0,0
9814,21,2012-03-13 15:51:34,0,0,0
9816,258,2012-03-13 17:41:10,10,23,0
9818,101,2012-03-13 17:52:56,0,4,0
9819,1,2012-03-13 17:55:14,0,0,0
9820,41,2012-03-13 17:58:35,3,0,0
9821,1,2012-03-13 18:59:09,4,0,0
9822,101,2012-03-13 19:53:00,0,0,0
9823,1,2012-03-13 21:54:24,0,0,0
9824,21,2012-03-13 22:03:13,6,0,0
9825,1,2012-03-13 22:06:58,1,0,0
9827,1,2012-03-14 00:26:06,1,0,0
9828,18,2012-03-14 00:34:03,5,0,0
9829,11,2012-03-14 01:32:09,1,0,0
9830,101,2012-03-14 01:38:39,0,0,0
9831,101,2012-03-14 01:44:19,2,6,0
9832,101,2012-03-14 02:15:38,0,1,0
9833,56,2012-03-14 02:28:34,4,0,0
9834,128,2012-03-14 03:55:23,1,4,0
9835,1,2012-03-14 05:48:58,1,0,0
9836,136,2012-03-14 07:23:13,13,1,0
9838,11,2012-03-14 10:17:43,4,0,0
9839,118,2012-03-14 10:22:36,17,0,0
9840,101,2012-03-14 10:58:05,0,0,0
9841,106,2012-03-14 11:20:54,1,0,0
9842,101,2012-03-14 11:26:31,3,0,0
9843,21,2012-03-14 11:30:43,2,1,0
9845,108,2012-03-14 12:32:47,7,4,0
9847,103,2012-03-14 13:30:59,1,2,0
9848,1,2012-03-14 14:45:32,0,0,0
9851,6,2012-03-14 19:01:08,1,0,0
9852,1,2012-03-14 19:09:36,1,0,0
9853,158,2012-03-14 20:31:15,0,1,0
9854,1,2012-03-14 21:46:45,0,0,0
9855,101,2012-03-14 22:16:47,2,0,0
9856,101,2012-03-14 22:32:38,0,0,0
9858,111,2012-03-15 00:02:22,5,0,0
9859,1,2012-03-15 00:33:16,0,0,0
9860,1,2012-03-15 00:36:17,1,0,0
9861,6,2012-03-15 00:40:44,1,0,0
9862,133,2012-03-15 01:27:57,6,0,0
9863,46,2012-03-15 03:17:25,10,0,0
9864,11,2012-03-15 06:07:16,11,0,0
9865,1,2012-03-15 06:47:28,0,0,0
9866,358,2012-03-15 09:34:49,39,106,0
9867,65,2012-03-15 09:35:31,8,2,0
9868,1,2012-03-14 18:00:28,2,0,0
9869,11,2012-03-15 10:50:39,1,0,0
9871,11,2012-03-15 12:23:31,4,0,0
9872,1,2012-03-15 13:20:56,1,0,0
9873,1,2012-03-15 13:51:44,1,0,0
9874,1,2012-03-15 14:19:30,0,0,0
9876,109,2012-03-15 15:25:12,1,1,0
9877,101,2012-03-15 15:28:04,1,2,0
9878,126,2012-03-15 15:28:47,0,0,0
9879,101,2012-03-15 15:59:00,0,0,0
9880,6,2012-03-15 16:22:18,0,0,0
9881,101,2012-03-15 16:51:00,0,0,0
9882,21,2012-03-15 17:11:02,3,0,0
9883,1,2012-03-15 17:13:25,0,0,0
9884,101,2012-03-15 19:14:52,4,1,0
9885,101,2012-03-15 19:48:37,1,0,0
9886,166,2012-03-15 21:14:09,5,8,0
9887,323,2012-03-16 00:32:16,76,15,0
9888,8,2012-03-16 01:02:13,6,0,0
9890,128,2012-03-16 03:39:15,3,1,0
9891,76,2012-03-16 04:24:18,0,0,0
9892,1,2012-03-16 06:59:38,0,0,0
9893,1,2012-03-16 07:26:52,1,0,0
9894,101,2012-03-16 07:35:40,1,1,0
9895,101,2012-03-16 07:36:38,3,0,0
9896,11,2012-03-16 08:51:31,1,0,0
9897,1,2012-03-16 10:21:23,0,0,0
9899,130,2012-03-16 13:27:47,9,25,0
9900,38,2012-03-16 13:29:18,17,3,0
9901,6,2012-03-16 14:13:33,0,0,0
9902,1,2012-03-16 14:26:15,3,0,0
9904,11,2012-03-16 15:05:28,0,0,0
9905,1,2012-03-16 15:19:34,0,0,0
9906,1,2012-03-16 16:48:36,0,0,0
9907,1,2012-03-16 17:52:41,0,0,0
9908,1,2012-03-16 18:13:21,0,0,0
9909,121,2012-03-16 18:56:04,1,0,0
9910,101,2012-03-16 19:08:48,1,0,0
9912,126,2012-03-16 19:12:16,7,5,0
9913,1,2012-03-16 20:04:13,1,0,0
9914,19,2012-03-16 20:11:26,8,0,0
9915,8,2012-03-16 20:20:44,5,0,0
9916,1,2012-03-16 21:07:02,0,0,0
9917,11,2012-03-16 21:18:33,2,0,0
9918,183,2012-03-16 22:42:34,15,7,0
9919,31,2012-03-16 23:42:54,5,0,0
9920,21,2012-03-17 00:35:08,1,0,0
9922,21,2012-03-17 08:15:06,3,0,0
9923,131,2012-03-17 13:59:11,7,0,0
9924,101,2012-03-17 15:01:27,0,0,0
9925,1,2012-03-17 19:10:40,0,0,0
9926,16,2012-03-17 20:21:25,4,0,0
9927,8,2012-03-17 23:14:28,2,0,0
9928,128,2012-03-18 01:31:36,11,4,0
9929,21,2012-03-18 04:32:14,1,0,0
9930,101,2012-03-18 05:17:12,2,0,0
9931,101,2012-03-18 05:19:31,0,0,0
9933,1,2012-03-18 06:51:59,0,0,0
9934,101,2012-03-18 07:34:53,0,0,0
9935,1,2012-03-18 09:02:55,1,0,0
9936,33,2012-03-18 10:24:52,4,0,0
9939,1,2012-03-18 11:17:33,0,0,0
9940,118,2012-03-18 11:50:11,0,0,0
9941,101,2012-03-18 14:39:33,0,17,0
9942,106,2012-03-18 16:22:52,2,0,0
9943,6,2012-03-18 17:23:00,0,0,0
9944,49,2012-03-18 18:43:42,8,2,0
9945,101,2012-03-18 19:17:10,0,0,0
9946,1,2012-03-18 19:51:09,0,0,0
9949,26,2012-03-19 04:51:56,3,0,0
9950,57,2012-03-19 05:28:23,13,3,0
9952,101,2012-03-19 08:46:54,2,2,0
9953,116,2012-03-19 10:22:21,10,0,0
